TEAM,CONF,YEAR,G,W,WIN_RATE,WAB,MADE_TOURNAMENT,SEED,POSTSEASON,Predicted_Tournament_Probability,Predicted_Made_Tournament,Prediction,Actual,Correct
Montana,BSky,2016,30,18,0.6,-5.7,0,,,0.0271,0,Miss March Madness,Missed March Madness,True
Marshall,CUSA,2016,33,17,0.5152,-8.7,0,,,0.027,0,Miss March Madness,Missed March Madness,True
Tennessee Martin,OVC,2016,33,18,0.5455,-9.0,0,,,0.0241,0,Miss March Madness,Missed March Madness,True
Colorado St.,MWC,2016,32,16,0.5,-8.5,0,,,0.0238,0,Miss March Madness,Missed March Madness,True
Furman,SC,2016,33,17,0.5152,-10.1,0,,,0.0235,0,Miss March Madness,Missed March Madness,True
Louisiana Monroe,SB,2016,32,18,0.5625,-6.3,0,,,0.0231,0,Miss March Madness,Missed March Madness,True
Charlotte,CUSA,2016,33,14,0.4242,-12.7,0,,,0.0221,0,Miss March Madness,Missed March Madness,True
Denver,Sum,2016,31,16,0.5161,-10.2,0,,,0.0221,0,Miss March Madness,Missed March Madness,True
North Dakota St.,Sum,2016,31,18,0.5806,-7.2,0,,,0.0213,0,Miss March Madness,Missed March Madness,True
Navy,Pat,2016,32,18,0.5625,-10.0,0,,,0.021,0,Miss March Madness,Missed March Madness,True
New Mexico,MWC,2016,32,17,0.5312,-6.8,0,,,0.0209,0,Miss March Madness,Missed March Madness,True
Wyoming,MWC,2016,30,12,0.4,-10.6,0,,,0.0208,0,Miss March Madness,Missed March Madness,True
Towson,CAA,2016,31,18,0.5806,-6.2,0,,,0.0207,0,Miss March Madness,Missed March Madness,True
North Carolina St.,ACC,2016,33,16,0.4848,-4.0,0,,,0.0206,0,Miss March Madness,Missed March Madness,True
Pepperdine,WCC,2016,31,17,0.5484,-5.0,0,,,0.0203,0,Miss March Madness,Missed March Madness,True
Richmond,A10,2016,32,16,0.5,-5.5,0,,,0.0203,0,Miss March Madness,Missed March Madness,True
Mount St. Mary's,NEC,2016,33,14,0.4242,-13.9,0,,,0.0203,0,Miss March Madness,Missed March Madness,True
Boise St.,MWC,2016,30,18,0.6,-3.6,0,,,0.0202,0,Miss March Madness,Missed March Madness,True
Clemson,ACC,2016,31,17,0.5484,-2.4,0,,,0.0201,0,Miss March Madness,Missed March Madness,True
Tennessee,SEC,2016,34,15,0.4412,-5.8,0,,,0.02,0,Miss March Madness,Missed March Madness,True
Tennessee St.,OVC,2016,29,18,0.6207,-6.0,0,,,0.0196,0,Miss March Madness,Missed March Madness,True
Penn St.,B10,2016,32,16,0.5,-4.8,0,,,0.0195,0,Miss March Madness,Missed March Madness,True
UCLA,P12,2016,32,15,0.4688,-3.9,0,,,0.0192,0,Miss March Madness,Missed March Madness,True
Milwaukee,Horz,2016,31,18,0.5806,-6.7,0,,,0.0192,0,Miss March Madness,Missed March Madness,True
Tulane,Amer,2016,34,13,0.3824,-11.1,0,,,0.0184,0,Miss March Madness,Missed March Madness,True
Louisiana Lafayette,SB,2016,32,17,0.5312,-7.5,0,,,0.018,0,Miss March Madness,Missed March Madness,True
Northeastern,CAA,2016,32,17,0.5312,-7.0,0,,,0.0178,0,Miss March Madness,Missed March Madness,True
Massachusetts,A10,2016,32,14,0.4375,-8.7,0,,,0.0178,0,Miss March Madness,Missed March Madness,True
Illinois,B10,2016,34,15,0.4412,-7.2,0,,,0.0174,0,Miss March Madness,Missed March Madness,True
Kent St.,MAC,2016,31,18,0.5806,-7.0,0,,,0.0171,0,Miss March Madness,Missed March Madness,True
Norfolk St.,MEAC,2016,32,15,0.4688,-11.0,0,,,0.0167,0,Miss March Madness,Missed March Madness,True
New Hampshire,AE,2016,31,18,0.5806,-7.6,0,,,0.0167,0,Miss March Madness,Missed March Madness,True
Hartford,AE,2016,32,9,0.2812,-17.7,0,,,0.0158,0,Miss March Madness,Missed March Madness,True
Duquesne,A10,2016,33,16,0.4848,-7.8,0,,,0.0156,0,Miss March Madness,Missed March Madness,True
Oral Roberts,Sum,2016,29,12,0.4138,-9.4,0,,,0.0156,0,Miss March Madness,Missed March Madness,True
Western Kentucky,CUSA,2016,32,16,0.5,-9.5,0,,,0.0152,0,Miss March Madness,Missed March Madness,True
Bucknell,Pat,2016,30,16,0.5333,-9.1,0,,,0.0145,0,Miss March Madness,Missed March Madness,True
Mercer,SC,2016,32,16,0.5,-10.5,0,,,0.0144,0,Miss March Madness,Missed March Madness,True
UC Santa Barbara,BW,2016,32,18,0.5625,-4.8,0,,,0.0143,0,Miss March Madness,Missed March Madness,True
Incarnate Word,Slnd,2016,25,14,0.56,-6.3,0,,,0.0142,0,Miss March Madness,Missed March Madness,True
Robert Morris,NEC,2016,32,10,0.3125,-17.3,0,,,0.0141,0,Miss March Madness,Missed March Madness,True
Texas St.,SB,2016,29,13,0.4483,-11.1,0,,,0.0141,0,Miss March Madness,Missed March Madness,True
UMBC,AE,2016,32,7,0.2188,-20.5,0,,,0.014,0,Miss March Madness,Missed March Madness,True
Arkansas Pine Bluff,SWAC,2016,33,8,0.2424,-17.8,0,,,0.0135,0,Miss March Madness,Missed March Madness,True
Harvard,Ivy,2016,28,12,0.4286,-8.9,0,,,0.0132,0,Miss March Madness,Missed March Madness,True
Central Michigan,MAC,2016,30,14,0.4667,-9.2,0,,,0.0132,0,Miss March Madness,Missed March Madness,True
Howard,MEAC,2016,30,10,0.3333,-16.1,0,,,0.0131,0,Miss March Madness,Missed March Madness,True
Alabama A&M,SWAC,2016,28,10,0.3571,-15.1,0,,,0.0131,0,Miss March Madness,Missed March Madness,True
Rider,MAAC,2016,33,13,0.3939,-14.1,0,,,0.013,0,Miss March Madness,Missed March Madness,True
Army,Pat,2016,32,18,0.5625,-9.3,0,,,0.0128,0,Miss March Madness,Missed March Madness,True
Stetson,ASun,2016,30,8,0.2667,-16.6,0,,,0.0126,0,Miss March Madness,Missed March Madness,True
Nebraska Omaha,Sum,2016,30,16,0.5333,-7.6,0,,,0.0125,0,Miss March Madness,Missed March Madness,True
Morgan St.,MEAC,2016,30,8,0.2667,-17.4,0,,,0.0122,0,Miss March Madness,Missed March Madness,True
Lehigh,Pat,2016,31,16,0.5161,-9.6,0,,,0.0122,0,Miss March Madness,Missed March Madness,True
Alabama St.,SWAC,2016,29,12,0.4138,-13.1,0,,,0.012,0,Miss March Madness,Missed March Madness,True
Northern Illinois,MAC,2016,30,17,0.5667,-6.7,0,,,0.012,0,Miss March Madness,Missed March Madness,True
South Dakota,Sum,2016,30,12,0.4,-11.6,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
TCU,B12,2016,33,12,0.3636,-6.7,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
South Florida,Amer,2016,33,8,0.2424,-14.8,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Sacramento St.,BSky,2016,29,12,0.4138,-12.9,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Drexel,CAA,2016,30,6,0.2,-16.4,0,,,0.0117,0,Miss March Madness,Missed March Madness,True
Toledo,MAC,2016,31,16,0.5161,-9.8,0,,,0.0116,0,Miss March Madness,Missed March Madness,True
Campbell,BSth,2016,27,9,0.3333,-15.1,0,,,0.0114,0,Miss March Madness,Missed March Madness,True
Utah St.,MWC,2016,29,14,0.4828,-7.4,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
Jacksonville,ASun,2016,28,12,0.4286,-11.7,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
Montana St.,BSky,2016,30,13,0.4333,-12.3,0,,,0.0112,0,Miss March Madness,Missed March Madness,True
Elon,CAA,2016,30,14,0.4667,-8.5,0,,,0.0111,0,Miss March Madness,Missed March Madness,True
St. Francis PA,NEC,2016,29,12,0.4138,-13.5,0,,,0.0109,0,Miss March Madness,Missed March Madness,True
Portland St.,BSky,2016,29,11,0.3793,-13.9,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Murray St.,OVC,2016,29,15,0.5172,-9.0,0,,,0.0104,0,Miss March Madness,Missed March Madness,True
Florida Atlantic,CUSA,2016,31,7,0.2258,-17.3,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
LIU Brooklyn,NEC,2016,31,16,0.5161,-12.5,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
Niagara,MAAC,2016,32,7,0.2188,-19.4,0,,,0.0103,0,Miss March Madness,Missed March Madness,True
Santa Clara,WCC,2016,30,10,0.3333,-11.9,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Troy,SB,2016,29,8,0.2759,-15.3,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Eastern Kentucky,OVC,2016,30,14,0.4667,-10.5,0,,,0.0101,0,Miss March Madness,Missed March Madness,True
FIU,CUSA,2016,30,11,0.3667,-14.6,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Georgetown,BE,2016,33,15,0.4545,-4.2,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Minnesota,B10,2016,31,8,0.2581,-12.8,0,,,0.01,0,Miss March Madness,Missed March Madness,True
Youngstown St.,Horz,2016,30,9,0.3,-14.0,0,,,0.0099,0,Miss March Madness,Missed March Madness,True
Liberty,BSth,2016,29,10,0.3448,-14.0,0,,,0.0099,0,Miss March Madness,Missed March Madness,True
Jacksonville St.,OVC,2016,29,7,0.2414,-18.0,0,,,0.0097,0,Miss March Madness,Missed March Madness,True
Portland,WCC,2016,31,11,0.3548,-12.3,0,,,0.0097,0,Miss March Madness,Missed March Madness,True
Georgia Southern,SB,2016,29,12,0.4138,-11.4,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
Marist,MAAC,2016,30,7,0.2333,-18.8,0,,,0.0095,0,Miss March Madness,Missed March Madness,True
UMKC,WAC,2016,28,9,0.3214,-12.9,0,,,0.0094,0,Miss March Madness,Missed March Madness,True
Arizona St.,P12,2016,32,15,0.4688,-4.2,0,,,0.0093,0,Miss March Madness,Missed March Madness,True
Colgate,Pat,2016,29,12,0.4138,-12.3,0,,,0.0093,0,Miss March Madness,Missed March Madness,True
San Francisco,WCC,2016,29,14,0.4828,-8.4,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
UC Davis,BW,2016,28,9,0.3214,-12.9,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
Southern Miss,CUSA,2016,27,7,0.2593,-15.9,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
Stanford,P12,2016,29,14,0.4828,-2.6,0,,,0.0091,0,Miss March Madness,Missed March Madness,True
Coppin St.,MEAC,2016,29,7,0.2414,-16.2,0,,,0.009,0,Miss March Madness,Missed March Madness,True
College of Charleston,CAA,2016,30,16,0.5333,-7.3,0,,,0.009,0,Miss March Madness,Missed March Madness,True
Sam Houston St.,Slnd,2016,30,15,0.5,-8.9,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Fordham,A10,2016,30,16,0.5333,-6.0,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
McNeese St.,Slnd,2016,26,7,0.2692,-14.1,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Lafayette,Pat,2016,30,6,0.2,-19.4,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Seattle,WAC,2016,30,13,0.4333,-11.2,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Detroit,Horz,2016,29,14,0.4828,-8.4,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Western Illinois,Sum,2016,24,7,0.2917,-11.4,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
UNC Greensboro,SC,2016,31,12,0.3871,-12.7,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
East Carolina,Amer,2016,32,12,0.375,-10.6,0,,,0.0087,0,Miss March Madness,Missed March Madness,True
Penn,Ivy,2016,27,10,0.3704,-10.9,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Illinois St.,MVC,2016,31,17,0.5484,-5.5,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Saint Louis,A10,2016,32,11,0.3438,-11.6,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Loyola Marymount,WCC,2016,30,13,0.4333,-9.0,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
Drake,MVC,2016,30,6,0.2,-16.9,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
Brown,Ivy,2016,27,7,0.2593,-14.0,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
Southeastern Louisiana,Slnd,2016,31,10,0.3226,-15.8,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
Georgia St.,SB,2016,28,14,0.5,-8.6,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
Oklahoma St.,B12,2016,32,10,0.3125,-6.7,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Delaware,CAA,2016,30,7,0.2333,-15.3,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Manhattan,MAAC,2016,31,13,0.4194,-12.6,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Northern Colorado,BSky,2016,29,8,0.2759,-16.0,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
UT Rio Grande Valley,WAC,2016,27,5,0.1852,-17.0,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Southern Utah,BSky,2016,28,4,0.1429,-18.6,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Eastern Michigan,MAC,2016,29,14,0.4828,-7.8,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Pacific,WCC,2016,26,6,0.2308,-12.7,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Loyola Chicago,MVC,2016,31,14,0.4516,-9.3,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Houston Baptist,Slnd,2016,30,13,0.4333,-10.8,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Samford,SC,2016,31,11,0.3548,-14.8,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Cal Poly,BW,2016,28,8,0.2857,-12.0,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Utah Valley,WAC,2016,27,9,0.3333,-12.2,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
North Carolina Central,MEAC,2016,29,10,0.3448,-15.6,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Binghamton,AE,2016,30,8,0.2667,-17.3,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Rice,CUSA,2016,30,10,0.3333,-14.8,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Bethune Cookman,MEAC,2016,30,12,0.4,-13.8,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Prairie View A&M,SWAC,2016,31,7,0.2258,-18.3,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Radford,BSth,2016,29,14,0.4828,-10.0,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Saint Peter's,MAAC,2016,30,14,0.4667,-10.7,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Auburn,SEC,2016,31,11,0.3548,-8.3,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
UMass Lowell,AE,2016,28,10,0.3571,-13.2,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Central Arkansas,Slnd,2016,28,7,0.25,-16.0,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Savannah St.,MEAC,2016,30,14,0.4667,-11.2,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
New Orleans,Slnd,2016,27,7,0.2593,-16.5,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
North Texas,CUSA,2016,30,10,0.3333,-14.7,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Washington St.,P12,2016,30,8,0.2667,-10.4,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
North Dakota,BSky,2016,30,14,0.4667,-10.5,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
St. Francis NY,NEC,2016,31,14,0.4516,-13.7,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Miami OH,MAC,2016,32,12,0.375,-13.4,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
San Jose St.,MWC,2016,28,6,0.2143,-15.4,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
Florida A&M,MEAC,2016,27,6,0.2222,-18.3,0,,,0.0074,0,Miss March Madness,Missed March Madness,True
South Alabama,SB,2016,31,12,0.3871,-12.6,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Missouri,SEC,2016,31,10,0.3226,-9.5,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Northern Arizona,BSky,2016,28,3,0.1071,-18.8,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
The Citadel,SC,2016,29,7,0.2414,-17.8,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
George Mason,A10,2016,32,11,0.3438,-11.6,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Illinois Chicago,Horz,2016,28,3,0.1071,-19.6,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Alcorn St.,SWAC,2016,28,13,0.4643,-11.5,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Cornell,Ivy,2016,27,9,0.3333,-11.6,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Rutgers,B10,2016,31,6,0.1935,-14.0,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Northwestern St.,Slnd,2016,24,5,0.2083,-14.4,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Maryland Eastern Shore,MEAC,2016,31,9,0.2903,-15.5,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Dartmouth,Ivy,2016,27,9,0.3333,-12.4,0,,,0.007,0,Miss March Madness,Missed March Madness,True
American,Pat,2016,31,12,0.3871,-14.1,0,,,0.007,0,Miss March Madness,Missed March Madness,True
La Salle,A10,2016,30,8,0.2667,-12.6,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
UNLV,MWC,2016,31,16,0.5161,-6.3,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Abilene Christian,Slnd,2016,27,9,0.3333,-14.4,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Central Connecticut,NEC,2016,29,4,0.1379,-21.9,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Sacred Heart,NEC,2016,30,12,0.4,-13.8,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Grambling St.,SWAC,2016,28,4,0.1429,-19.7,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
San Diego,WCC,2016,29,8,0.2759,-13.5,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Northern Kentucky,Horz,2016,28,7,0.25,-14.0,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Western Carolina,SC,2016,31,13,0.4194,-10.4,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
UCF,Amer,2016,30,12,0.4,-10.1,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2016,31,14,0.4516,-6.2,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Cal St. Northridge,BW,2016,28,8,0.2857,-13.4,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Bowling Green,MAC,2016,32,14,0.4375,-11.9,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Presbyterian,BSth,2016,28,8,0.2857,-15.8,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
UC Riverside,BW,2016,31,12,0.3871,-13.2,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Eastern Illinois,OVC,2016,28,11,0.3929,-12.3,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Appalachian St.,SB,2016,31,9,0.2903,-15.2,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
DePaul,BE,2016,31,9,0.2903,-9.3,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Kennesaw St.,ASun,2016,29,9,0.3103,-13.0,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Charleston Southern,BSth,2016,27,6,0.2222,-15.5,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Delaware St.,MEAC,2016,30,5,0.1667,-20.0,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
USC Upstate,ASun,2016,28,7,0.25,-16.2,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
VMI,SC,2016,27,6,0.2222,-16.1,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
Nicholls St.,Slnd,2016,31,8,0.2581,-16.7,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Loyola MD,Pat,2016,30,9,0.3,-16.2,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Cal St. Fullerton,BW,2016,28,8,0.2857,-13.7,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
North Carolina A&T,MEAC,2016,31,10,0.3226,-16.8,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Cleveland St.,Horz,2016,30,7,0.2333,-15.9,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Southeast Missouri St.,OVC,2016,27,3,0.1111,-19.2,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Lamar,Slnd,2016,26,7,0.2692,-15.9,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Gardner Webb,BSth,2016,30,14,0.4667,-10.3,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Idaho St.,BSky,2016,29,14,0.4828,-10.9,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Quinnipiac,MAAC,2016,30,9,0.3,-16.7,0,,,0.0061,0,Miss March Madness,Missed March Madness,True
Bradley,MVC,2016,31,4,0.129,-17.7,0,,,0.0061,0,Miss March Madness,Missed March Madness,True
Missouri St.,MVC,2016,31,12,0.3871,-10.6,0,,,0.0061,0,Miss March Madness,Missed March Madness,True
Bryant,NEC,2016,30,7,0.2333,-17.7,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Arkansas St.,SB,2016,29,9,0.3103,-13.9,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Boston College,ACC,2016,32,7,0.2188,-12.2,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Longwood,BSth,2016,30,7,0.2333,-18.6,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Chicago St.,WAC,2016,29,1,0.0345,-21.2,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Air Force,MWC,2016,30,12,0.4,-10.9,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
St. John's,BE,2016,31,7,0.2258,-11.2,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
SIU Edwardsville,OVC,2016,28,6,0.2143,-16.7,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Indiana St.,MVC,2016,31,14,0.4516,-8.9,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
IUPUI,Sum,2016,31,12,0.3871,-11.0,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Wake Forest,ACC,2016,31,11,0.3548,-6.2,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Western Michigan,MAC,2016,30,11,0.3667,-12.2,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Wofford,SC,2016,30,13,0.4333,-10.4,0,,,0.0053,0,Miss March Madness,Missed March Madness,True
Maine,AE,2016,30,8,0.2667,-17.4,0,,,0.0053,0,Miss March Madness,Missed March Madness,True
UTSA,CUSA,2016,30,4,0.1333,-20.4,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
Lipscomb,ASun,2016,31,10,0.3226,-16.0,0,,,0.005,0,Miss March Madness,Missed March Madness,True
Wisconsin,B10,2015,40,36,0.9,11.3,1,1.0,2ND,0.9976,1,Make March Madness,Made March Madness,True
Northern Iowa,MVC,2015,35,31,0.8857,5.3,1,5.0,R32,0.9924,1,Make March Madness,Made March Madness,True
Duke,ACC,2015,39,35,0.8974,10.7,1,1.0,Champions,0.9919,1,Make March Madness,Made March Madness,True
Villanova,BE,2015,36,33,0.9167,11.3,1,1.0,R32,0.9918,1,Make March Madness,Made March Madness,True
Arizona,P12,2015,38,34,0.8947,9.0,1,2.0,E8,0.9917,1,Make March Madness,Made March Madness,True
Gonzaga,WCC,2015,37,34,0.9189,7.8,1,2.0,E8,0.9903,1,Make March Madness,Made March Madness,True
Notre Dame,ACC,2015,38,32,0.8421,8.6,1,3.0,E8,0.9902,1,Make March Madness,Made March Madness,True
Kentucky,SEC,2015,39,38,0.9744,13.1,1,1.0,F4,0.9901,1,Make March Madness,Made March Madness,True
Michigan St.,B10,2015,39,27,0.6923,3.0,1,7.0,F4,0.9886,1,Make March Madness,Made March Madness,True
Wichita St.,MVC,2015,34,29,0.8529,4.2,1,7.0,S16,0.9872,1,Make March Madness,Made March Madness,True
Iowa St.,B12,2015,34,25,0.7353,7.0,1,3.0,R64,0.985,1,Make March Madness,Made March Madness,True
Ohio St.,B10,2015,35,24,0.6857,2.5,1,10.0,R32,0.9844,1,Make March Madness,Made March Madness,True
Virginia,ACC,2015,34,30,0.8824,10.0,1,2.0,R32,0.9833,1,Make March Madness,Made March Madness,True
Butler,BE,2015,34,23,0.6765,3.5,1,6.0,R32,0.982,1,Make March Madness,Made March Madness,True
Baylor,B12,2015,33,23,0.697,5.0,1,3.0,R64,0.9808,1,Make March Madness,Made March Madness,True
Louisville,ACC,2015,36,27,0.75,5.8,1,4.0,E8,0.9797,1,Make March Madness,Made March Madness,True
Utah,P12,2015,34,25,0.7353,3.7,1,5.0,S16,0.978,1,Make March Madness,Made March Madness,True
Oklahoma,B12,2015,35,24,0.6857,4.5,1,3.0,S16,0.9764,1,Make March Madness,Made March Madness,True
Maryland,B10,2015,35,28,0.8,6.9,1,4.0,R32,0.9762,1,Make March Madness,Made March Madness,True
Kansas,B12,2015,36,27,0.75,9.0,1,2.0,R32,0.9757,1,Make March Madness,Made March Madness,True
Arkansas,SEC,2015,36,27,0.75,3.9,1,5.0,R32,0.9744,1,Make March Madness,Made March Madness,True
North Carolina,ACC,2015,38,26,0.6842,6.5,1,4.0,S16,0.9727,1,Make March Madness,Made March Madness,True
SMU,Amer,2015,33,26,0.7879,3.1,1,6.0,R64,0.9727,1,Make March Madness,Made March Madness,True
Iowa,B10,2015,34,22,0.6471,2.1,1,7.0,R32,0.9722,1,Make March Madness,Made March Madness,True
BYU,WCC,2015,33,23,0.697,0.8,1,11.0,R68,0.9699,1,Make March Madness,Made March Madness,True
Dayton,A10,2015,36,27,0.75,0.8,1,11.0,R32,0.9671,1,Make March Madness,Made March Madness,True
Georgetown,BE,2015,33,22,0.6667,3.7,1,4.0,R32,0.9665,1,Make March Madness,Made March Madness,True
St. John's,BE,2015,32,20,0.625,2.3,1,9.0,R64,0.9648,1,Make March Madness,Made March Madness,True
West Virginia,B12,2015,35,25,0.7143,4.1,1,5.0,S16,0.9545,1,Make March Madness,Made March Madness,True
Oregon,P12,2015,35,25,0.7143,3.0,1,8.0,R32,0.9532,1,Make March Madness,Made March Madness,True
Providence,BE,2015,34,22,0.6471,3.7,1,6.0,R64,0.9532,1,Make March Madness,Made March Madness,True
Georgia,SEC,2015,33,21,0.6364,1.6,1,10.0,R64,0.9507,1,Make March Madness,Made March Madness,True
VCU,A10,2015,36,26,0.7222,3.0,1,7.0,R64,0.9485,1,Make March Madness,Made March Madness,True
San Diego St.,MWC,2015,35,26,0.7429,1.3,1,8.0,R32,0.9334,1,Make March Madness,Made March Madness,True
Xavier,BE,2015,37,23,0.6216,1.3,1,6.0,S16,0.9284,1,Make March Madness,Made March Madness,True
Purdue,B10,2015,34,21,0.6176,1.0,1,9.0,R64,0.9245,1,Make March Madness,Made March Madness,True
Stephen F. Austin,Slnd,2015,31,26,0.8387,1.2,1,12.0,R64,0.9193,1,Make March Madness,Made March Madness,True
Davidson,A10,2015,31,23,0.7419,1.7,1,10.0,R64,0.9085,1,Make March Madness,Made March Madness,True
North Carolina St.,ACC,2015,36,22,0.6111,1.1,1,8.0,S16,0.9053,1,Make March Madness,Made March Madness,True
